Date,White,Black,Opening,White_rating,Black_rating,winner,url
2016.04.14,malevolent_lurias,lulu_belge,A40,1033,1079,malevolent_lurias,https://www.chess.com/game/live/1540186663
2016.04.14,lulu_belge,Bssalem,B06,1088,1111,lulu_belge,https://www.chess.com/game/live/1540188365
2016.04.14,scratchyitch,lulu_belge,A20,1243,1083,scratchyitch,https://www.chess.com/game/live/1540191488
2016.04.15,lulu_belge,luiskta34,A04,1078,1222,luiskta34,https://www.chess.com/game/live/1540582164
2016.04.10,lulu_belge,gurmeet_kake,C45,1114,1339,gurmeet_kake,https://www.chess.com/game/daily/133224238
2016.04.16,alex178ttt,lulu_belge,D02,1045,1069,alex178ttt,https://www.chess.com/game/live/1541866991
2016.04.16,lulu_belge,famousjay,C40,1078,1123,lulu_belge,https://www.chess.com/game/live/1541869197
2016.04.16,BobbyP08,lulu_belge,C42,1053,1086,lulu_belge,https://www.chess.com/game/live/1541872314
2016.04.16,lulu_belge,gr54,C45,1078,1095,gr54,https://www.chess.com/game/live/1541875640
2016.04.16,markoverde,lulu_belge,A00,1091,1070,markoverde,https://www.chess.com/game/live/1541881366
2016.04.16,EdBigdice,lulu_belge,A06,1091,1079,lulu_belge,https://www.chess.com/game/live/1541891348
2016.04.16,lulu_belge,mr_budza,C43,1086,1029,lulu_belge,https://www.chess.com/game/live/1541896308
2016.04.16,lulu_belge,oga10,C45,1095,1106,lulu_belge,https://www.chess.com/game/live/1541908593
2016.04.16,lulu_belge,RPaton,C00,1087,1114,RPaton,https://www.chess.com/game/live/1541913507
2016.04.18,chemonade,lulu_belge,C42,1141,1096,lulu_belge,https://www.chess.com/game/live/1544953918
2016.04.18,lulu_belge,WalrusCommander,C43,1104,1071,lulu_belge,https://www.chess.com/game/live/1544960462
2016.04.18,gegerkalong,lulu_belge,A20,1057,1095,gegerkalong,https://www.chess.com/game/live/1545301009
2016.04.18,lulu_belge,bferrari2310,C42,1088,1136,bferrari2310,https://www.chess.com/game/live/1545309951
2016.04.19,Ranshev,lulu_belge,D00,1118,1081,Ranshev,https://www.chess.com/game/live/1545677286
2016.04.19,lulu_belge,ASU52,C40,1073,1108,ASU52,https://www.chess.com/game/live/1545686592
2016.04.19,tho020,lulu_belge,D20,1137,1066,tho020,https://www.chess.com/game/live/1545687105
2016.04.19,WillowBeauxDeJean,lulu_belge,C26,901,1071,lulu_belge,https://www.chess.com/game/live/1545691323
2016.04.20,diegocanaval,lulu_belge,C42,1160,1065,diegocanaval,https://www.chess.com/game/live/1547207273
2016.04.21,lulu_belge,ramakrishavm,C00,1073,1058,lulu_belge,https://www.chess.com/game/live/1548349478
2016.04.05,lulu_belge,Papa_zloum,C41,1110,1356,Papa_zloum,https://www.chess.com/game/daily/132853168
2016.04.22,lulu_belge,kdobbs,C45,1081,1085,lulu_belge,https://www.chess.com/game/live/1549520857
2016.04.22,Mohamed-36,lulu_belge,A00,1017,1088,lulu_belge,https://www.chess.com/game/live/1549707771
2016.03.28,Papa_zloum,lulu_belge,C20,1350,1115,Draw,https://www.chess.com/game/daily/132277692
2016.04.14,lulu_belge,csamson123,C45,1112,1362,csamson123,https://www.chess.com/game/daily/133508342
2016.04.21,lulu_belge,Papa_zloum,C41,1117,1339,Draw,https://www.chess.com/game/daily/134019886
2016.04.22,lulu_belge,enest002,C41,1079,1058,enest002,https://www.chess.com/game/live/1550241262
2016.04.22,benimadimcemil,lulu_belge,C21,1104,1071,benimadimcemil,https://www.chess.com/game/live/1550247030
2016.04.22,lulu_belge,notnow789,A06,1079,1077,lulu_belge,https://www.chess.com/game/live/1550251617
2016.04.22,NrGtic,lulu_belge,D20,1104,1088,lulu_belge,https://www.chess.com/game/live/1550252265
2016.04.22,lulu_belge,Blay-Z,C45,1098,1158,lulu_belge,https://www.chess.com/game/live/1550253563
2016.04.22,lulu_belge,ffffffffffcdrsdr,C43,1105,1036,lulu_belge,https://www.chess.com/game/live/1550257542
2016.04.22,ebbana77,lulu_belge,C21,1030,1111,lulu_belge,https://www.chess.com/game/live/1550264604
2016.04.22,lulu_belge,MoneyHoney2017,C40,1103,1104,MoneyHoney2017,https://www.chess.com/game/live/1550454440
2016.04.22,KingRpm111,lulu_belge,A40,1155,1096,KingRpm111,https://www.chess.com/game/live/1550459081
2016.04.22,rodrigounami,lulu_belge,C20,1129,1089,rodrigounami,https://www.chess.com/game/live/1550464536
2016.04.22,avno,lulu_belge,A40,1115,1081,avno,https://www.chess.com/game/live/1550469239
2016.04.22,lulu_belge,hillaryclinton2016,C41,1071,1010,hillaryclinton2016,https://www.chess.com/game/live/1550470537
2016.04.22,hillaryclinton2016,lulu_belge,C42,1019,1062,hillaryclinton2016,https://www.chess.com/game/live/1550473150
2016.04.15,gurmeet_kake,lulu_belge,D07,1347,1130,lulu_belge,https://www.chess.com/game/daily/133603686
2016.04.23,lulu_belge,Francisc_Sunset,B01,1054,1089,Francisc_Sunset,https://www.chess.com/game/live/1550916145
2016.04.23,lulu_belge,ZubyDot,B10,1061,1017,lulu_belge,https://www.chess.com/game/live/1550918262
2016.04.23,heymikie,lulu_belge,C42,1016,1052,heymikie,https://www.chess.com/game/live/1550923361
2016.04.23,lulu_belge,vraevsky,C45,1044,1081,vraevsky,https://www.chess.com/game/live/1550930365
2016.04.23,philip1001,lulu_belge,C42,1041,1036,philip1001,https://www.chess.com/game/live/1550934449
2016.04.23,lulu_belge,vikingg,C40,1042,946,lulu_belge,https://www.chess.com/game/live/1550938648
2016.04.23,lulu_belge,HardcoreJames007777,C41,1050,1022,lulu_belge,https://www.chess.com/game/live/1550941691
2016.04.23,Solihov,lulu_belge,D20,1145,1044,Solihov,https://www.chess.com/game/live/1550946666
2016.04.23,natures14,lulu_belge,D00,959,1050,lulu_belge,https://www.chess.com/game/live/1550947297
2016.04.23,nicole34589,lulu_belge,C20,1122,1060,lulu_belge,https://www.chess.com/game/live/1550950920
2016.04.23,lulu_belge,Nightnemo,C01,1062,1142,Draw,https://www.chess.com/game/live/1550955718
2016.04.23,kashifjaved75,lulu_belge,A04,1017,1069,lulu_belge,https://www.chess.com/game/live/1550961517
2016.04.23,lulu_belge,mrb664,B07,1060,1018,mrb664,https://www.chess.com/game/live/1550965541
2016.04.23,beastmanni,lulu_belge,C42,1128,1070,lulu_belge,https://www.chess.com/game/live/1550970054
2016.04.23,lulu_belge,bennabotz,C45,1075,919,lulu_belge,https://www.chess.com/game/live/1550973541
2016.04.23,lulu_belge,chesserdoc,C40,1068,1122,chesserdoc,https://www.chess.com/game/live/1550977036
2016.04.23,legoman_iac,lulu_belge,C28,1016,1075,lulu_belge,https://www.chess.com/game/live/1550981150
2016.04.23,Marc_H,lulu_belge,C28,987,1081,lulu_belge,https://www.chess.com/game/live/1550984570
2016.04.24,728fulton,lulu_belge,D00,986,1087,lulu_belge,https://www.chess.com/game/live/1552743769
2016.04.24,RobertPi1,lulu_belge,D00,1058,1078,RobertPi1,https://www.chess.com/game/live/1552748075
2016.04.24,DikkLeaky,lulu_belge,C21,1099,1087,lulu_belge,https://www.chess.com/game/live/1552755446
2016.04.24,lulu_belge,angler,C41,1094,1033,lulu_belge,https://www.chess.com/game/live/1552761743
2016.04.24,lulu_belge,JPS32,B10,1087,1156,JPS32,https://www.chess.com/game/live/1552768610
2016.04.24,lulu_belge,bhartipatel,B00,1079,1100,bhartipatel,https://www.chess.com/game/live/1552774921
2016.04.24,lulu_belge,S-POW3R,C40,1087,1085,lulu_belge,https://www.chess.com/game/live/1552777040
2016.04.24,ArthurMitchell,lulu_belge,C42,1201,1081,ArthurMitchell,https://www.chess.com/game/live/1552780923
2016.04.24,lulu_belge,iggy1959,C45,1072,1041,iggy1959,https://www.chess.com/game/live/1552786281
2016.04.24,iggy1959,lulu_belge,C42,1050,1063,iggy1959,https://www.chess.com/game/live/1552793998
2016.04.24,lulu_belge,iggy1959,C45,1071,1042,lulu_belge,https://www.chess.com/game/live/1552800125
2016.04.24,iggy1959,lulu_belge,C24,1051,1062,iggy1959,https://www.chess.com/game/live/1552807092
2016.04.24,lulu_belge,iggy1959,C45,1070,1043,lulu_belge,https://www.chess.com/game/live/1552812303
2016.04.24,iggy1959,lulu_belge,C24,1036,1077,lulu_belge,https://www.chess.com/game/live/1552817183
2016.04.24,lulu_belge,iggy1959,C45,1068,1045,iggy1959,https://www.chess.com/game/live/1552821861
2016.04.24,iggy1959,lulu_belge,C24,1038,1075,lulu_belge,https://www.chess.com/game/live/1552827523
2016.04.24,Sir_Patzer,lulu_belge,C24,1108,1084,lulu_belge,https://www.chess.com/game/live/1552833561
2016.04.24,bndocter,lulu_belge,C26,1083,1084,Draw,https://www.chess.com/game/live/1552836960
2016.04.24,lulu_belge,deathdisco,B32,1078,1157,deathdisco,https://www.chess.com/game/live/1552843571
2016.04.24,lulu_belge,jackS26,C40,1069,1061,jackS26,https://www.chess.com/game/live/1552856738
2016.04.24,EsternWedge1,lulu_belge,C20,1123,1062,EsternWedge1,https://www.chess.com/game/live/1552860616
2016.04.24,lulu_belge,zachinhu,C41,1056,1137,zachinhu,https://www.chess.com/game/live/1552863473
2016.04.24,DJkrst,lulu_belge,D00,1081,1048,DJkrst,https://www.chess.com/game/live/1552871449
2016.04.24,lulu_belge,juditpower,C43,1041,1081,juditpower,https://www.chess.com/game/live/1552875417
2016.04.25,vvalliyur,lulu_belge,D20,1012,1032,vvalliyur,https://www.chess.com/game/live/1553379003
2016.04.25,lulu_belge,francesco87,C41,1039,996,lulu_belge,https://www.chess.com/game/live/1553380782
2016.04.25,lulu_belge,lelandsk,C45,1039,1058,Draw,https://www.chess.com/game/live/1553389129
2016.04.25,borozdaaa,lulu_belge,D20,974,1046,lulu_belge,https://www.chess.com/game/live/1553393829
2016.04.25,MajSkinsFan,lulu_belge,C42,1064,1055,lulu_belge,https://www.chess.com/game/live/1553396582
2016.04.25,lulu_belge,Kostik56,C00,1047,1047,Kostik56,https://www.chess.com/game/live/1553399988
2016.04.25,HeraclesX,lulu_belge,A04,1032,1055,lulu_belge,https://www.chess.com/game/live/1553404065
2016.04.25,lulu_belge,MeT-eX,C45,1063,1039,lulu_belge,https://www.chess.com/game/live/1553406231
2016.04.25,geen39,lulu_belge,C20,1108,1056,geen39,https://www.chess.com/game/live/1553409560
2016.04.25,daveeemoreno,lulu_belge,C24,1101,1057,Draw,https://www.chess.com/game/live/1553412849
2016.04.25,walteratri,lulu_belge,A40,1158,1051,walteratri,https://www.chess.com/game/live/1553417491
2016.04.25,lulu_belge,chtariqnazir123,C41,1059,1055,lulu_belge,https://www.chess.com/game/live/1553650487
2016.04.25,lulu_belge,dellabona,C40,1051,1064,dellabona,https://www.chess.com/game/live/1553656607
2016.04.26,lulu_belge,cfeldman,C41,1053,1129,Draw,https://www.chess.com/game/live/1554663273
2016.04.14,Cocotikili,lulu_belge,C42,1306,1125,Cocotikili,https://www.chess.com/game/daily/133551030
2016.04.27,lulu_belge,kenactive,B01,1061,1041,lulu_belge,https://www.chess.com/game/live/1556575338
2016.04.27,alexnacka,lulu_belge,C42,1163,1055,alexnacka,https://www.chess.com/game/live/1556583644
2016.04.27,reart,lulu_belge,C42,1067,1063,lulu_belge,https://www.chess.com/game/live/1556588964
2016.04.27,romanticmanIran,lulu_belge,D02,1066,1071,lulu_belge,https://www.chess.com/game/live/1556592665
2016.04.27,lulu_belge,Dino4747,C00,1071,1060,Draw,https://www.chess.com/game/live/1556598010
2016.04.28,lulu_belge,jamir,C41,1079,1052,lulu_belge,https://www.chess.com/game/live/1557006756
2016.04.28,brownsamantha,lulu_belge,C42,1118,1088,lulu_belge,https://www.chess.com/game/live/1557012075
2016.04.28,311Scout,lulu_belge,D20,1121,1097,lulu_belge,https://www.chess.com/game/live/1557022944
2016.04.28,lulu_belge,docbell,B00,1105,1071,lulu_belge,https://www.chess.com/game/live/1557025246
2016.04.28,richbrooks3,lulu_belge,D02,1145,1098,richbrooks3,https://www.chess.com/game/live/1557025691
2016.04.28,lulu_belge,TitanCloud,B01,1089,1076,TitanCloud,https://www.chess.com/game/live/1557034842
2016.04.28,lulu_belge,pocketmonster52,B15,1080,1055,pocketmonster52,https://www.chess.com/game/live/1557043464
2016.04.28,lulu_belge,jgully03,B20,1073,1136,jgully03,https://www.chess.com/game/live/1557050441
2016.04.28,NotFunnyAtAll,lulu_belge,C42,1000,1079,lulu_belge,https://www.chess.com/game/live/1557064492
2016.04.28,szuhair,lulu_belge,A00,1022,1086,lulu_belge,https://www.chess.com/game/live/1557066753
2016.04.28,RockstarEnt,lulu_belge,C20,1039,1093,lulu_belge,https://www.chess.com/game/live/1557070088
2016.04.28,lulu_belge,geziel123,C45,1101,1090,lulu_belge,https://www.chess.com/game/live/1557082017
2016.04.28,lulu_belge,Odoy45,C41,1111,1163,lulu_belge,https://www.chess.com/game/live/1557086099
2016.04.28,AC1962,lulu_belge,D02,1103,1103,AC1962,https://www.chess.com/game/live/1557089664
2016.04.28,lulu_belge,GDP954,B00,1104,1132,Draw,https://www.chess.com/game/live/1557096840
2016.04.28,TOMBSTONE23,lulu_belge,C42,1128,1096,TOMBSTONE23,https://www.chess.com/game/live/1557105780
2016.04.28,lulu_belge,ghostbd,C45,1102,993,lulu_belge,https://www.chess.com/game/live/1557110551
2016.04.28,tumbleman,lulu_belge,C42,1064,1093,tumbleman,https://www.chess.com/game/live/1557122918
2016.04.28,tucan1980,lulu_belge,C42,1097,1101,lulu_belge,https://www.chess.com/game/live/1557129158
2016.04.28,lulu_belge,felixv7,C45,1109,1078,lulu_belge,https://www.chess.com/game/live/1557220688
2016.04.28,lulu_belge,Nazzod,B01,1099,1049,Nazzod,https://www.chess.com/game/live/1557223675
2016.04.28,Balakrishnan-B,lulu_belge,C20,1134,1108,lulu_belge,https://www.chess.com/game/live/1557230075
2016.04.28,lulu_belge,VFernandez,C45,1100,1098,VFernandez,https://www.chess.com/game/live/1557236350
2016.03.22,KingTotor,lulu_belge,C20,1170,1134,lulu_belge,https://www.chess.com/game/daily/131772510
2016.04.28,lulu_belge,werewolf1976,C41,1091,1079,werewolf1976,https://www.chess.com/game/live/1557620407
2016.04.28,thilla,lulu_belge,C24,1073,1082,thilla,https://www.chess.com/game/live/1557626425
2016.04.28,lulu_belge,VENKATA_REDDY_CHERRY,B01,1090,1057,lulu_belge,https://www.chess.com/game/live/1557638976
2016.04.28,barkatthemoon,lulu_belge,D20,1066,1098,lulu_belge,https://www.chess.com/game/live/1557660596
2016.04.28,lulu_belge,belgelere,C45,1090,1097,belgelere,https://www.chess.com/game/live/1557665775
2016.04.28,drbidas_95,lulu_belge,C42,1075,1081,drbidas_95,https://www.chess.com/game/live/1557678840
2016.04.28,alexmale89,lulu_belge,C20,1119,1090,lulu_belge,https://www.chess.com/game/live/1557683002
2016.04.28,telep1,lulu_belge,C42,1036,1097,lulu_belge,https://www.chess.com/game/live/1557693547
2016.04.28,lulu_belge,Gusbenites,B40,1104,1063,lulu_belge,https://www.chess.com/game/live/1557710053
2016.04.28,lulu_belge,DWN_1963,C00,1099,1259,DWN_1963,https://www.chess.com/game/live/1557718054
2016.04.28,tonif123,lulu_belge,C42,1116,1091,tonif123,https://www.chess.com/game/live/1557724187
2016.04.28,lulu_belge,alp55,C45,1098,1038,lulu_belge,https://www.chess.com/game/live/1557743394
2016.04.28,lulu_belge,TolyKar,C45,1107,1131,lulu_belge,https://www.chess.com/game/live/1557753008
2016.04.28,lulu_belge,Brar0075,C45,1114,1065,lulu_belge,https://www.chess.com/game/live/1557772852
2016.04.28,The_CrAkiN963,lulu_belge,D00,1099,1122,lulu_belge,https://www.chess.com/game/live/1557786274
2016.04.22,Papa_zloum,lulu_belge,C20,1328,1130,Papa_zloum,https://www.chess.com/game/daily/134091954
2016.04.28,lulu_belge,giuseppecosentino,C45,1129,1079,lulu_belge,https://www.chess.com/game/live/1557899560
2016.04.28,BonchaHere,lulu_belge,D20,1144,1138,lulu_belge,https://www.chess.com/game/live/1558021004
2016.04.22,lulu_belge,Papa_zloum,C41,1126,1332,Papa_zloum,https://www.chess.com/game/daily/134096258
2016.04.28,Crnnica,lulu_belge,C42,1101,1129,Crnnica,https://www.chess.com/game/live/1558031610
2016.04.28,lulu_belge,blade13,C45,1137,1142,lulu_belge,https://www.chess.com/game/live/1558040731
2016.04.28,brain_storm82,lulu_belge,A22,1102,1128,brain_storm82,https://www.chess.com/game/live/1558047293
2016.04.28,ringlott,lulu_belge,D00,1136,1136,lulu_belge,https://www.chess.com/game/live/1558054352
2016.04.28,lulu_belge,vikol01,C45,1129,1173,vikol01,https://www.chess.com/game/live/1558061376
2016.04.20,lulu_belge,Cocotikili,C41,1121,1274,Cocotikili,https://www.chess.com/game/daily/133942556
2016.04.28,lulu_belge,SalParadiso,B12,1122,1200,SalParadiso,https://www.chess.com/game/live/1558071622
2016.04.28,BOONSAI,lulu_belge,C43,1059,1112,BOONSAI,https://www.chess.com/game/live/1558163696
2016.04.29,lulu_belge,CHESSFORPEACH,B00,1121,1138,lulu_belge,https://www.chess.com/game/live/1558668562
2016.04.29,nomoremr,lulu_belge,C42,1094,1112,nomoremr,https://www.chess.com/game/live/1558673121
2016.04.29,lulu_belge,camatcibeber,C40,1103,1067,camatcibeber,https://www.chess.com/game/live/1558674804
2016.04.29,rjstoffa,lulu_belge,C42,1105,1111,lulu_belge,https://www.chess.com/game/live/1558705075
2016.04.29,lulu_belge,cl4ud10,C45,1118,1041,lulu_belge,https://www.chess.com/game/live/1558711648
2016.04.29,ranajitdesai,lulu_belge,C24,1102,1109,ranajitdesai,https://www.chess.com/game/live/1558715995
2016.04.29,AlMesfer,lulu_belge,C42,1176,1102,AlMesfer,https://www.chess.com/game/live/1558735304
2016.04.29,lulu_belge,momofdragons,C45,1111,1143,lulu_belge,https://www.chess.com/game/live/1558748871
2016.04.29,qamoqamo,lulu_belge,D00,1048,1118,lulu_belge,https://www.chess.com/game/live/1558751955
2016.04.29,lulu_belge,adityak93,C45,1111,1153,adityak93,https://www.chess.com/game/live/1558758557
2016.04.29,gglranjit,lulu_belge,C34,1070,1118,lulu_belge,https://www.chess.com/game/live/1559002557
2016.04.29,lulu_belge,Edgar2807,C41,1125,1066,lulu_belge,https://www.chess.com/game/live/1559012182
2016.04.29,relaxasian,lulu_belge,C25,1111,1125,Draw,https://www.chess.com/game/live/1559017740
2016.04.30,lulu_belge,shootersg,B40,1118,1159,shootersg,https://www.chess.com/game/live/1559493489
2016.04.30,rohiths,lulu_belge,C42,1118,1126,lulu_belge,https://www.chess.com/game/live/1559500415
2016.04.30,lulu_belge,cobblife,C00,1127,1152,Draw,https://www.chess.com/game/live/1559507791
2016.04.30,lulu_belge,subardirahim,B07,1120,1181,subardirahim,https://www.chess.com/game/live/1559522305
2016.04.30,rpolsley,lulu_belge,D20,1150,1113,rpolsley,https://www.chess.com/game/live/1559533223
2016.04.30,yossinyg8,lulu_belge,C42,1155,1106,yossinyg8,https://www.chess.com/game/live/1559539242
2016.04.30,lulu_belge,krsrr,C41,1098,1134,krsrr,https://www.chess.com/game/live/1559545587
2016.04.30,lulu_belge,beizl,C41,1089,1070,beizl,https://www.chess.com/game/live/1559559649
2016.04.30,lulu_belge,FHK122,B30,1080,1059,FHK122,https://www.chess.com/game/live/1559896235
2016.04.30,lulu_belge,jho1016,C45,1081,1110,Draw,https://www.chess.com/game/live/1559910324
2016.04.30,jho1016,lulu_belge,C42,1117,1074,jho1016,https://www.chess.com/game/live/1559913018
2016.04.30,kairojj,lulu_belge,A00,1111,1083,lulu_belge,https://www.chess.com/game/live/1559926333
2016.04.30,btribefox,lulu_belge,C42,1042,1074,btribefox,https://www.chess.com/game/live/1559945118
2016.04.30,DragoVasic,lulu_belge,A00,1097,1083,lulu_belge,https://www.chess.com/game/live/1559952259
2016.04.30,lulu_belge,fotosentez,B95,1075,1103,fotosentez,https://www.chess.com/game/live/1560016407
2016.04.30,chesslove775,lulu_belge,A00,1104,1068,chesslove775,https://www.chess.com/game/live/1560022718
2016.04.30,lulu_belge,giusan,C00,1061,1118,giusan,https://www.chess.com/game/live/1560051591
2016.04.30,lulu_belge,arupanshuman,B32,1053,1073,arupanshuman,https://www.chess.com/game/live/1560059656
2016.04.30,lulu_belge,Ericsagar,C40,1045,1069,Ericsagar,https://www.chess.com/game/live/1560077421
2016.04.30,lulu_belge,biswabane,C00,1037,1063,biswabane,https://www.chess.com/game/live/1560084152
2016.04.23,lulu_belge,gurmeet_kake,C45,1133,1341,lulu_belge,https://www.chess.com/game/daily/134156600
2016.04.30,Markhale789,lulu_belge,C42,1018,1045,lulu_belge,https://www.chess.com/game/live/1560703261
2016.04.30,mohammed0magdy,lulu_belge,C00,990,1052,lulu_belge,https://www.chess.com/game/live/1560707039
2016.05.01,g78alx,lulu_belge,A20,1105,1045,g78alx,https://www.chess.com/game/live/1560721121
2016.05.01,blissdojo,lulu_belge,C42,918,1050,lulu_belge,https://www.chess.com/game/live/1560724496
2016.05.01,lyncolnalvares,lulu_belge,C26,1057,1042,lyncolnalvares,https://www.chess.com/game/live/1560737885
2016.05.01,lulu_belge,khowes,B00,1051,1061,lulu_belge,https://www.chess.com/game/live/1560748065
2016.05.01,lulu_belge,eduardogoinheix,C26,1059,1025,lulu_belge,https://www.chess.com/game/live/1560750971
2016.05.01,Aristidekmg,lulu_belge,C42,1198,1054,Aristidekmg,https://www.chess.com/game/live/1560758316
2016.05.01,lulu_belge,NYMETS2028,C41,1063,1095,lulu_belge,https://www.chess.com/game/live/1560773073
2016.05.01,gh0stFACEkller,lulu_belge,C42,1094,1056,gh0stFACEkller,https://www.chess.com/game/live/1560785129
2016.05.01,lulu_belge,bossalini1,C26,1046,973,bossalini1,https://www.chess.com/game/live/1561039249
2016.05.01,lulu_belge,Qwigglez,C45,1054,1048,lulu_belge,https://www.chess.com/game/live/1561056263
2016.04.26,Cocotikili,lulu_belge,C42,1258,1144,lulu_belge,https://www.chess.com/game/daily/134356592
2016.04.26,lulu_belge,Cocotikili,C41,1154,1249,lulu_belge,https://www.chess.com/game/daily/134356584
2016.05.01,kneecapthequeen,lulu_belge,A20,1050,1062,lulu_belge,https://www.chess.com/game/live/1561498614
2016.05.01,bepikappa,lulu_belge,C20,1082,1054,bepikappa,https://www.chess.com/game/live/1561520306
2016.05.01,lulu_belge,Byrnesean95,C45,1060,971,lulu_belge,https://www.chess.com/game/live/1561524953
2016.05.01,kontinen,lulu_belge,D20,1077,1052,kontinen,https://www.chess.com/game/live/1561531027
2016.05.01,lulu_belge,temavas,B20,1043,1016,temavas,https://www.chess.com/game/live/1561545988
2016.05.01,LurginPin,lulu_belge,D20,1069,1044,Draw,https://www.chess.com/game/live/1561558924
2016.05.01,lulu_belge,geaaronson,B10,1051,1013,lulu_belge,https://www.chess.com/game/live/1561574870
2016.05.01,lulu_belge,raulrocham84,C40,1058,1013,lulu_belge,https://www.chess.com/game/live/1561584191
2016.05.01,darkknight_7911,lulu_belge,C21,1012,1065,lulu_belge,https://www.chess.com/game/live/1561610489
2016.05.01,rezassa,lulu_belge,C20,1074,1073,lulu_belge,https://www.chess.com/game/live/1561614891
2016.05.01,gabbesilva,lulu_belge,C42,1088,1082,lulu_belge,https://www.chess.com/game/live/1561834360
2016.05.01,lulu_belge,vermifrax,C45,1090,1074,lulu_belge,https://www.chess.com/game/live/1561838878
2016.05.01,lulu_belge,DaPotato,C45,1082,1103,DaPotato,https://www.chess.com/game/live/1561841984
2016.05.02,lulu_belge,Rashaduet,C41,1091,1108,lulu_belge,https://www.chess.com/game/live/1562873039
2016.05.02,666Biker,lulu_belge,D00,1044,1098,lulu_belge,https://www.chess.com/game/live/1562878687
2016.05.02,lulu_belge,666Biker,B20,1105,1037,lulu_belge,https://www.chess.com/game/live/1562889078
2016.05.02,Craft43,lulu_belge,A00,1129,1114,lulu_belge,https://www.chess.com/game/live/1562894886
2016.05.02,lulu_belge,vitamin1,C00,1121,1062,lulu_belge,https://www.chess.com/game/live/1562907878
2016.05.02,Rcuomo,lulu_belge,D20,1100,1112,Rcuomo,https://www.chess.com/game/live/1562924770
2016.05.02,lulu_belge,trotanoches,C45,1119,1074,lulu_belge,https://www.chess.com/game/live/1563066431
2016.05.02,cmclark24,lulu_belge,C34,1097,1110,cmclark24,https://www.chess.com/game/live/1563073558
2016.05.02,KaptainKKL,lulu_belge,C42,1118,1118,lulu_belge,https://www.chess.com/game/live/1563081889
2016.05.02,lulu_belge,Tom-Bombadil99,C45,1109,1086,Tom-Bombadil99,https://www.chess.com/game/live/1563086529
2016.05.02,HenryKK,lulu_belge,C26,1069,1100,HenryKK,https://www.chess.com/game/live/1563105540
2016.05.03,lulu_belge,Raveena22,C00,1090,1025,Raveena22,https://www.chess.com/game/live/1563609216
2016.05.03,lulu_belge,a-rashed,B30,1082,1109,a-rashed,https://www.chess.com/game/live/1563615863
2016.05.03,lulu_belge,reram77,C41,1075,1133,reram77,https://www.chess.com/game/live/1563621093
2016.05.03,rQwQr,lulu_belge,C42,964,1081,lulu_belge,https://www.chess.com/game/live/1563624159
2016.05.03,lulu_belge,rQwQr,C45,1086,959,lulu_belge,https://www.chess.com/game/live/1563626715
2016.05.03,drSilvano,lulu_belge,D20,1108,1095,lulu_belge,https://www.chess.com/game/live/1563631363
2016.05.03,lulu_belge,ga21,C00,1086,1057,ga21,https://www.chess.com/game/live/1563636521
2016.05.03,chesskinged,lulu_belge,C42,1124,1079,chesskinged,https://www.chess.com/game/live/1564349402
2016.05.03,Kpohearn,lulu_belge,D20,1004,1086,lulu_belge,https://www.chess.com/game/live/1564361099
2016.05.03,lulu_belge,jarmus517,B01,1094,1063,lulu_belge,https://www.chess.com/game/live/1564373842
2016.05.03,NOUVILAS,lulu_belge,C42,1073,1085,NOUVILAS,https://www.chess.com/game/live/1564385704
2016.05.03,Siwy2606,lulu_belge,A00,1057,1093,lulu_belge,https://www.chess.com/game/live/1564394680
2016.05.03,lulu_belge,Siwy2606,B06,1084,1066,Siwy2606,https://www.chess.com/game/live/1564404789
2016.04.22,Cocotikili,lulu_belge,C44,1250,1156,Draw,https://www.chess.com/game/daily/134088384
2016.02.28,nicolosse,lulu_belge,A40,1001,1144,nicolosse,https://www.chess.com/game/daily/129978088
2016.05.04,lulu_belge,josephvincent635,C41,1076,1092,josephvincent635,https://www.chess.com/game/live/1564874855
2016.05.04,lulu_belge,muslag,C45,1067,1062,muslag,https://www.chess.com/game/live/1564915159
2016.05.04,Plasticninja,lulu_belge,D20,1154,1061,Plasticninja,https://www.chess.com/game/live/1564920074
2016.04.22,csamson123,lulu_belge,C20,1397,1141,csamson123,https://www.chess.com/game/daily/134098806
2016.04.30,gurmeet_kake,lulu_belge,D20,1327,1152,lulu_belge,https://www.chess.com/game/daily/134652756
2016.05.04,ryderx3,lulu_belge,D00,1017,1068,lulu_belge,https://www.chess.com/game/live/1565443292
2016.05.04,rujaline,lulu_belge,C42,1069,1076,lulu_belge,https://www.chess.com/game/live/1565453532
2016.05.04,lulu_belge,cfalan,C45,1082,982,lulu_belge,https://www.chess.com/game/live/1565473283
2016.05.04,lulu_belge,Y0ungLion,B10,1074,1090,Y0ungLion,https://www.chess.com/game/live/1565487090
2016.05.04,zorro1962,lulu_belge,A00,1050,1082,lulu_belge,https://www.chess.com/game/live/1565598839
2016.05.04,lulu_belge,MatthewDonaldson,B01,1082,1100,Draw,https://www.chess.com/game/live/1565603261
2016.05.04,kamran_AZE,lulu_belge,C42,1056,1090,lulu_belge,https://www.chess.com/game/live/1565617550
2016.05.04,imanabediasl,lulu_belge,A01,1132,1083,imanabediasl,https://www.chess.com/game/live/1565622407
2016.05.04,lulu_belge,karim-eastman,C45,1076,1138,karim-eastman,https://www.chess.com/game/live/1565623684
